id,project_a,project_b,weight_a,weight_b,size_a,size_b,forks_count_a,forks_count_b,stars_count_a,stars_count_b,open_issues_count_a,open_issues_count_b,subscribers_count_a,subscribers_count_b,watchers_count_a,watchers_count_b,age_days_a,age_days_b,days_since_update_a,days_since_update_b,releases_count_a,releases_count_b,pull_requests_count_a,pull_requests_count_b,contributors_count_a,contributors_count_b,deployments_count_a,deployments_count_b,grade_active_a,grade_active_b,grade_code_a,grade_code_b,grade_compl_a,grade_compl_b,grade_Eth_a,grade_Eth_b,grade_fund_a,grade_fund_b,grade_market_a,grade_market_b,grade_perspect_a,grade_perspect_b,languages_score_a,languages_score_b
11189,https://github.com/streetsidesoftware/cspell,https://github.com/walletconnect/walletconnect-monorepo,0.9444444444,0.05555555556,264026,94401,103,733,1313,1495,104,65,14,73,1313,1495,2943,2355,0,0,30,30,30,30,30,30,30,30,10,30,75,65,20,70,10,85,1,1,1,10,30,75,51,54
11192,https://github.com/streetsidesoftware/cspell,https://github.com/humanwhocodes/object-schema,0.02322404372,0.9767759563,264026,111,103,7,1313,32,104,1,14,2,1313,32,2943,2194,0,240,30,6,30,19,30,3,30,0,10,10,75,65,20,20,10,25,1,1,1,1,30,65,51,72
11197,https://github.com/mochajs/mocha,https://github.com/walletconnect/walletconnect-monorepo,0.9997853617,0.0002146383344,26733,94401,3014,733,22698,1495,198,65,397,73,22698,1495,5084,2355,0,0,30,30,30,30,30,30,30,30,65,30,77,65,45,70,15,85,1,1,1,10,75,75,54,54
11204,https://github.com/go-task/slim-sprig,https://github.com/walletconnect/walletconnect-monorepo,0.9963369963,0.003663003663,543,94401,15,733,64,1495,9,65,4,73,64,1495,2055,2355,10,0,0,30,8,30,30,30,11,30,10,30,55,65,15,70,50,85,1,1,1,10,35,75,75,54
11207,https://github.com/go-task/slim-sprig,https://github.com/humanwhocodes/object-schema,0.2755825735,0.7244174265,543,111,15,7,64,32,9,1,4,2,64,32,2055,2194,10,240,0,6,8,19,30,3,11,0,10,10,55,65,15,20,50,25,1,1,1,1,35,65,75,72
11210,https://github.com/tokio-rs/tokio,https://github.com/walletconnect/walletconnect-monorepo,0.9999488674,5.11e-05,14215,94401,2549,733,27833,1495,329,65,314,73,27833,1495,3071,2355,0,0,30,30,30,30,30,30,30,30,75,30,75,65,65,70,75,85,65,1,70,10,75,75,72,54
11218,https://github.com/webreflection/flatted,https://github.com/humanwhocodes/object-schema,0.5099383139,0.4900616861,842,111,49,7,1060,32,2,1,10,2,1060,32,2478,2194,1,240,0,6,27,19,11,3,0,0,10,10,15,65,5,20,25,25,1,1,1,1,45,65,50,72
11222,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/humanwhocodes/object-schema,0.001396648045,0.998603352,94401,111,733,7,1495,32,65,1,73,2,1495,32,2355,2194,0,240,30,6,30,19,30,3,30,0,30,10,65,65,70,20,85,25,1,1,10,1,75,65,54,72
11225,https://github.com/eslint/eslint,https://github.com/humanwhocodes/object-schema,0.9883597884,0.01164021164,43662,111,4638,7,25523,32,96,1,316,2,25523,32,4239,2194,0,240,30,6,30,19,30,3,0,0,77,10,75,65,70,20,45,25,1,1,1,1,85,65,49,72
11227,https://github.com/floating-ui/floating-ui,https://github.com/humanwhocodes/object-schema,0.7594212651,0.2405787349,39906,111,1628,7,30606,32,40,1,257,2,30606,32,3235,2194,0,240,30,6,30,19,30,3,30,0,30,10,75,65,45,20,60,25,1,1,1,1,70,65,50,72
11228,https://github.com/floating-ui/floating-ui,https://github.com/boa-dev/boa,0.9977895668,0.002210433245,39906,54842,1628,414,30606,5402,40,126,257,47,30606,5402,3235,2373,0,0,30,25,30,30,30,30,30,30,30,10,75,65,45,45,60,55,1,1,1,1,70,70,50,50
372,https://github.com/bluealloy/revm,https://github.com/consensys/teku,0.9905660377,0.009433962264,35704,542992,616,306,1748,692,69,149,29,33,1748,692,1226,2344,0,0,30,30,30,30,30,30,30,30,10,10,35,65,1,70,60,85,1,1,1,1,30,70,75,50
373,https://github.com/bluealloy/revm,https://github.com/prysmaticlabs/prysm,0.001305612892,0.9986943871,35704,166982,616,1063,1748,3511,69,303,29,128,1748,3511,1226,2582,0,0,30,30,30,30,30,30,30,0,10,75,35,75,1,70,60,85,1,1,1,45,30,75,75,51
374,https://github.com/bluealloy/revm,https://github.com/sigp/lighthouse,0.001009761023,0.998990239,35704,132460,616,800,1748,3056,69,455,29,69,1748,3056,1226,2407,0,0,30,30,30,30,30,30,30,30,10,10,35,75,1,65,60,85,1,1,1,35,30,80,75,50
375,https://github.com/bluealloy/revm,https://github.com/prettier-solidity/prettier-plugin-solidity,0.3115727003,0.6884272997,35704,4658,616,75,1748,731,69,12,29,12,1748,731,1226,2458,0,2,30,30,30,30,30,21,30,0,10,30,35,70,1,10,60,70,1,1,1,1,30,70,75,72
376,https://github.com/bluealloy/revm,https://github.com/walletconnect/walletconnect-monorepo,0.9905660377,0.009433962264,35704,94401,616,733,1748,1495,69,65,29,73,1748,1495,1226,2355,0,0,30,30,30,30,30,30,30,30,10,30,35,65,1,70,60,85,1,1,1,10,30,75,75,54
377,https://github.com/bluealloy/revm,https://github.com/ethers-io/ethers.js,0.001105449339,0.9988945507,35704,157522,616,1926,1748,8094,69,570,29,103,1748,8094,1226,3127,0,0,30,30,30,30,30,1,30,30,10,75,35,75,1,60,60,85,1,75,1,75,30,75,75,59
378,https://github.com/bluealloy/revm,https://github.com/wevm/viem,0.002248297717,0.9977517023,35704,366908,616,966,1748,2727,69,9,29,29,1748,2727,1226,930,0,0,30,30,30,30,30,30,30,30,10,10,35,70,1,15,60,65,1,1,1,1,30,70,75,70
379,https://github.com/bluealloy/revm,https://github.com/vyperlang/vyper,0.09749303621,0.9025069638,35704,12410,616,824,1748,4972,69,498,29,158,1748,4972,1226,3009,0,1,30,30,30,30,30,30,30,15,10,10,35,65,1,45,60,70,1,1,1,35,30,70,75,50
380,https://github.com/bluealloy/revm,https://github.com/chainsafe/lodestar,0.04496788009,0.9550321199,35704,399293,616,323,1748,1237,69,259,29,33,1748,1237,1226,2420,0,0,30,30,30,30,30,30,30,30,10,30,35,75,1,60,60,70,1,1,1,1,30,70,75,53
381,https://github.com/bluealloy/revm,https://github.com/ethereum/go-ethereum,0.00066303785,0.9993369622,35704,216618,616,20515,1748,48264,69,283,29,2208,1748,48264,1226,4059,0,0,30,30,30,30,30,30,30,30,10,100,35,85,1,77,60,95,1,100,1,100,30,90,75,49
382,https://github.com/bluealloy/revm,https://github.com/nomicfoundation/hardhat,0.02187044366,0.9781295563,35704,193759,616,1479,1748,7481,69,534,29,76,1748,7481,1226,2489,0,0,30,30,30,30,30,30,30,30,10,55,35,75,1,75,60,85,1,25,1,25,30,75,75,74
388,https://github.com/consensys/teku,https://github.com/wevm/viem,2.15e-05,0.9999785399,542992,366908,306,966,692,2727,149,9,33,29,692,2727,2344,930,0,0,30,30,30,30,30,30,30,30,10,10,65,70,70,15,85,65,1,1,1,1,70,70,50,70
408,https://github.com/sigp/lighthouse,https://github.com/ethereum/go-ethereum,0.3962813338,0.6037186662,132460,216618,800,20515,3056,48264,455,283,69,2208,3056,48264,2407,4059,0,0,30,30,30,30,30,30,30,30,10,100,75,85,65,77,85,95,1,100,35,100,80,90,50,49
412,https://github.com/prettier-solidity/prettier-plugin-solidity,https://github.com/wevm/viem,0.00495419505,0.9950458049,4658,366908,75,966,731,2727,12,9,12,29,731,2727,2458,930,2,0,30,30,30,30,21,30,0,30,30,10,70,70,10,15,70,65,1,1,1,1,70,70,72,70
418,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/wevm/viem,2.15e-05,0.9999785399,94401,366908,733,966,1495,2727,65,9,73,29,1495,2727,2355,930,0,0,30,30,30,30,30,30,30,30,30,10,65,70,70,15,85,65,1,1,10,1,75,70,54,70
421,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/ethereum/go-ethereum,6.32e-06,0.9999936812,94401,216618,733,20515,1495,48264,65,283,73,2208,1495,48264,2355,4059,0,0,30,30,30,30,30,30,30,30,30,100,65,85,70,77,85,95,1,100,10,100,75,90,54,49
428,https://github.com/wevm/viem,https://github.com/vyperlang/vyper,0.9795665244,0.02043347558,366908,12410,966,824,2727,4972,9,498,29,158,2727,4972,930,3009,0,1,30,30,30,30,30,30,30,15,10,10,70,65,15,45,65,70,1,1,1,35,70,70,70,50
435,https://github.com/chainsafe/lodestar,https://github.com/ethereum/go-ethereum,0.01389520647,0.9861047935,399293,216618,323,20515,1237,48264,259,283,33,2208,1237,48264,2420,4059,0,0,30,30,30,30,30,30,30,30,30,100,75,85,60,77,70,95,1,100,1,100,70,90,53,49
436,https://github.com/chainsafe/lodestar,https://github.com/nomicfoundation/hardhat,0.321975166,0.678024834,399293,193759,323,1479,1237,7481,259,534,33,76,1237,7481,2420,2489,0,0,30,30,30,30,30,30,30,30,30,55,75,75,60,75,70,85,1,25,1,25,70,75,53,74
437,https://github.com/ethereum/go-ethereum,https://github.com/nomicfoundation/hardhat,0.9711818745,0.02881812547,216618,193759,20515,1479,48264,7481,283,534,2208,76,48264,7481,4059,2489,0,0,30,30,30,30,30,30,30,30,100,55,85,75,77,75,95,85,100,25,100,25,90,75,49,74
11260,https://github.com/browserslist/browserslist,https://github.com/pandas-dev/pandas,0.003707222492,0.9962927775,4371,366166,720,18197,13140,44494,42,3690,140,1111,13140,44494,3707,5280,0,0,9,30,30,30,30,30,4,0,65,75,75,85,25,70,65,60,1,70,1,1,70,70,75,50
11276,https://github.com/browserslist/browserslist,https://github.com/inikulin/parse5,0.9845520082,0.01544799176,4371,10985,720,237,13140,3721,42,29,140,43,13140,3721,3707,4342,0,0,9,30,30,30,30,30,4,30,65,30,75,75,25,25,65,30,1,1,1,1,70,45,75,49
11282,https://github.com/chzyer/readline,https://github.com/vercel/swr,0.005964214712,0.9940357853,3576,3446,281,1246,2109,30973,108,155,41,213,2109,30973,3426,1927,15,0,6,30,30,30,30,30,0,29,30,77,68,77,40,25,45,30,1,1,1,5,65,75,50,53
11301,https://github.com/chzyer/readline,https://github.com/import-js/eslint-plugin-import,0.01960784314,0.9803921569,3576,4281,281,1576,2109,5630,108,577,41,37,2109,5630,3426,3616,15,0,6,30,30,30,30,30,0,0,30,10,68,75,40,25,45,70,1,1,1,1,65,65,50,44
11309,https://github.com/chzyer/readline,https://github.com/pandas-dev/pandas,3.5e-05,0.9999649707,3576,366166,281,18197,2109,44494,108,3690,41,1111,2109,44494,3426,5280,15,0,6,30,30,30,30,30,0,0,30,75,68,85,40,70,45,60,1,70,1,1,65,70,50,50
11316,https://github.com/chzyer/readline,https://github.com/webdriverio/webdriverio,0.03643724696,0.963562753,3576,354253,281,2534,2109,9165,108,211,41,215,2109,9165,3426,4908,15,0,6,30,30,30,30,30,0,1,30,70,68,75,40,75,45,25,1,10,1,1,65,70,50,69
11325,https://github.com/chzyer/readline,https://github.com/inikulin/parse5,0.375,0.625,3576,10985,281,237,2109,3721,108,29,41,43,2109,3721,3426,4342,15,0,6,30,30,30,30,30,0,30,30,30,68,75,40,25,45,30,1,1,1,1,65,45,50,49
11338,https://github.com/gregberge/svgr,https://github.com/streetsidesoftware/cspell,0.9732937685,0.02670623145,15924,264026,426,103,10668,1313,122,104,35,14,10668,1313,2714,2943,0,0,30,30,30,30,30,30,30,30,10,10,75,75,35,20,30,10,1,1,1,1,75,30,76,51
11344,https://github.com/gregberge/svgr,https://github.com/humanwhocodes/object-schema,0.325074331,0.674925669,15924,111,426,7,10668,32,122,1,35,2,10668,32,2714,2194,0,240,30,6,30,19,30,3,30,0,10,10,75,65,35,20,30,25,1,1,1,1,75,65,76,72
11357,https://github.com/gregberge/svgr,https://github.com/pandas-dev/pandas,0.001275039165,0.9987249608,15924,366166,426,18197,10668,44494,122,3690,35,1111,10668,44494,2714,5280,0,0,30,30,30,30,30,30,30,0,10,75,75,85,35,70,30,60,1,70,1,1,75,70,76,50
11358,https://github.com/gregberge/svgr,https://github.com/ljharb/qs,0.1408329755,0.8591670245,15924,12008,426,736,10668,8642,122,73,35,67,10668,8642,2714,3848,0,1,30,0,30,30,30,30,30,0,10,10,75,60,35,15,30,30,1,1,1,1,75,65,76,49
11361,https://github.com/gregberge/svgr,https://github.com/numpy/numpy,0.00521098119,0.9947890188,15924,153669,426,10412,10668,28733,122,2180,35,598,10668,28733,2714,5259,0,0,30,30,30,30,30,30,30,30,10,77,75,77,35,75,30,15,1,85,1,1,75,75,76,80
11362,https://github.com/gregberge/svgr,https://github.com/clap-rs/clap,0.4536652835,0.5463347165,15924,19961,426,1074,10668,14689,122,344,35,68,10668,14689,2714,3633,0,0,30,30,30,30,30,30,30,30,10,10,75,75,35,35,30,60,1,1,1,1,75,75,76,50
11373,https://github.com/gregberge/svgr,https://github.com/inikulin/parse5,0.9562682216,0.04373177843,15924,10985,426,237,10668,3721,122,29,35,43,10668,3721,2714,4342,0,0,30,30,30,30,30,30,30,30,10,30,75,75,35,25,30,30,1,1,1,1,75,45,76,49
11450,https://github.com/vercel/swr,https://github.com/pandas-dev/pandas,0.005804526757,0.9941954732,3446,366166,1246,18197,30973,44494,155,3690,213,1111,30973,44494,1927,5280,0,0,30,30,30,30,30,30,29,0,77,75,77,85,25,70,30,60,1,70,5,1,75,70,53,50
11451,https://github.com/vercel/swr,https://github.com/ljharb/qs,0.4284490146,0.5715509854,3446,12008,1246,736,30973,8642,155,73,213,67,30973,8642,1927,3848,0,1,30,0,30,30,30,30,29,0,77,10,77,60,25,15,30,30,1,1,5,1,75,65,53,49
11539,https://github.com/emotion-js/emotion,https://github.com/pandas-dev/pandas,0.01608838848,0.9839116115,24917,366166,1117,18197,17626,44494,345,3690,96,1111,17626,44494,2812,5280,0,0,30,30,30,30,30,30,30,0,30,75,75,85,15,70,60,60,1,70,1,1,70,70,34,50
11555,https://github.com/emotion-js/emotion,https://github.com/inikulin/parse5,0.9964421252,0.003557874763,24917,10985,1117,237,17626,3721,345,29,96,43,17626,3721,2812,4342,0,0,30,30,30,30,30,30,30,30,30,30,75,75,15,25,60,30,1,1,1,1,70,45,34,49
11582,https://github.com/facebook/react,https://github.com/pandas-dev/pandas,0.0001945759994,0.999805424,715683,366166,47498,18197,232033,44494,962,3690,6636,1111,232033,44494,4275,5280,0,0,30,30,30,30,30,30,30,0,85,75,85,85,85,70,25,60,100,70,85,1,85,70,75,50
11598,https://github.com/facebook/react,https://github.com/inikulin/parse5,0.7692307692,0.2307692308,715683,10985,47498,237,232033,3721,962,29,6636,43,232033,3721,4275,4342,0,0,30,30,30,30,30,30,30,30,85,30,85,75,85,25,25,30,100,1,85,1,85,45,75,49
11624,https://github.com/immerjs/immer,https://github.com/pandas-dev/pandas,0.0003151750973,0.9996848249,5838,366166,852,18197,28030,44494,53,3690,155,1111,28030,44494,2595,5280,0,0,30,30,30,30,30,30,30,0,75,75,85,85,45,70,20,60,1,70,10,1,75,70,80,50
11628,https://github.com/immerjs/immer,https://github.com/numpy/numpy,0.001291927843,0.9987080722,5838,153669,852,10412,28030,28733,53,2180,155,598,28030,28733,2595,5259,0,0,30,30,30,30,30,30,30,30,75,77,85,77,45,75,20,15,1,85,10,1,75,75,80,80
11640,https://github.com/immerjs/immer,https://github.com/inikulin/parse5,0.84375,0.15625,5838,10985,852,237,28030,3721,53,29,155,43,28030,3721,2595,4342,0,0,30,30,30,30,30,30,30,30,75,30,85,75,45,25,20,30,1,1,10,1,75,45,80,49
11686,https://github.com/eslint/eslint,https://github.com/streetsidesoftware/cspell,0.9997425114,0.0002574886276,43662,264026,4638,103,25523,1313,96,104,316,14,25523,1313,4239,2943,0,0,30,30,30,30,30,30,0,30,77,10,75,75,70,20,45,10,1,1,1,1,85,30,49,51
11705,https://github.com/eslint/eslint,https://github.com/pandas-dev/pandas,0.1197274064,0.8802725936,43662,366166,4638,18197,25523,44494,96,3690,316,1111,25523,44494,4239,5280,0,0,30,30,30,30,30,30,0,0,77,75,75,85,70,70,45,60,1,70,1,1,85,70,49,50
11721,https://github.com/eslint/eslint,https://github.com/inikulin/parse5,0.9995709259,0.0004290740582,43662,10985,4638,237,25523,3721,96,29,316,43,25523,3721,4239,4342,0,0,30,30,30,30,30,30,0,30,77,30,75,75,70,25,45,30,1,1,1,1,85,45,49,49
11764,https://github.com/streetsidesoftware/cspell,https://github.com/swc-project/swc,0.007317073171,0.9926829268,264026,365630,103,1255,1313,31607,104,427,14,152,1313,31607,2943,2603,0,0,30,30,30,30,30,30,30,24,10,10,75,78,20,45,10,60,1,1,1,1,30,70,51,75
11765,https://github.com/streetsidesoftware/cspell,https://github.com/electron/electron,0.001025290499,0.9989747095,264026,162499,103,15789,1313,115362,104,969,14,2826,1313,115362,2943,4318,0,0,30,30,30,30,30,30,30,30,10,70,75,75,20,70,10,25,1,1,1,7,30,85,51,50
11766,https://github.com/streetsidesoftware/cspell,https://github.com/redux-saga/redux-saga,0.003540519276,0.9964594807,264026,9473,103,1967,1313,22535,104,40,14,249,1313,22535,2943,3356,0,0,30,30,30,30,30,30,30,30,10,70,75,75,20,35,10,30,1,15,1,70,30,75,51,53
11770,https://github.com/streetsidesoftware/cspell,https://github.com/vuejs/vue,0.0003647416413,0.9996352584,264026,32152,103,33722,1313,208312,104,602,14,5853,1313,208312,2943,4210,0,0,30,30,30,30,30,30,30,0,10,77,75,75,20,70,10,20,1,1,1,77,30,75,51,80
11777,https://github.com/streetsidesoftware/cspell,https://github.com/cssnano/cssnano,0.1304347826,0.8695652174,264026,33702,103,319,1313,4828,104,97,14,50,1313,4828,2943,3585,0,1,30,30,30,30,30,30,30,30,10,30,75,75,20,30,10,15,1,1,1,1,30,60,51,54
11778,https://github.com/streetsidesoftware/cspell,https://github.com/typescript-eslint/typescript-eslint,0.0006635210852,0.9993364789,264026,68455,103,2768,1313,15485,104,380,14,91,1313,15485,2943,2215,0,0,30,30,30,30,30,30,30,0,10,70,75,75,20,65,10,30,1,1,1,5,30,75,51,53
11782,https://github.com/streetsidesoftware/cspell,https://github.com/pandas-dev/pandas,3.5e-05,0.9999649707,264026,366166,103,18197,1313,44494,104,3690,14,1111,1313,44494,2943,5280,0,0,30,30,30,30,30,30,30,0,10,75,75,85,20,70,10,60,1,70,1,1,30,70,51,50
11784,https://github.com/streetsidesoftware/cspell,https://github.com/prettier/prettier,0.001863354037,0.998136646,264026,145254,103,4457,1313,49899,104,1441,14,419,1313,49899,2943,2990,0,0,30,30,30,30,30,30,30,30,10,80,75,85,20,65,10,40,1,1,1,1,30,80,51,69
11785,https://github.com/streetsidesoftware/cspell,https://github.com/heim-rs/darwin-libproc,0.6,0.4,264026,54,103,22,1313,8,104,6,14,2,1313,8,2943,2003,0,28,30,0,30,7,30,1,30,0,10,10,75,65,20,25,10,30,1,1,1,1,30,35,51,51
11786,https://github.com/streetsidesoftware/cspell,https://github.com/numpy/numpy,0.0001437125749,0.9998562874,264026,153669,103,10412,1313,28733,104,2180,14,598,1313,28733,2943,5259,0,0,30,30,30,30,30,30,30,30,10,77,75,77,20,75,10,15,1,85,1,1,30,75,51,80
11789,https://github.com/streetsidesoftware/cspell,https://github.com/webdriverio/webdriverio,0.03643724696,0.963562753,264026,354253,103,2534,1313,9165,104,211,14,215,1313,9165,2943,4908,0,0,30,30,30,30,30,30,30,1,10,70,75,75,20,75,10,25,1,10,1,1,30,70,51,69
11792,https://github.com/streetsidesoftware/cspell,https://github.com/yarnpkg/yarn,0.001540832049,0.998459168,264026,119826,103,2732,1313,41482,104,2070,14,555,1313,41482,2943,3305,0,0,30,30,30,30,30,30,30,5,10,60,75,72,20,65,10,50,1,75,1,75,30,70,51,49
11796,https://github.com/streetsidesoftware/cspell,https://github.com/zloirock/core-js,0.0007009345794,0.9992990654,264026,62815,103,1658,1313,24783,104,41,14,256,1313,24783,2943,4221,0,0,30,30,30,30,30,30,30,30,10,30,75,75,20,30,10,30,1,1,1,1,30,70,51,55
11797,https://github.com/streetsidesoftware/cspell,https://github.com/level/levelup,0.1525423729,0.8474576271,264026,5894,103,267,1313,4085,104,0,14,91,1313,4085,2943,4559,0,24,30,23,30,30,30,30,30,0,10,10,75,65,20,1,10,45,1,1,1,1,30,60,51,54
11798,https://github.com/streetsidesoftware/cspell,https://github.com/inikulin/parse5,0.375,0.625,264026,10985,103,237,1313,3721,104,29,14,43,1313,3721,2943,4342,0,0,30,30,30,30,30,30,30,30,10,30,75,75,20,25,10,30,1,1,1,1,30,45,51,49
11855,https://github.com/electron/electron,https://github.com/pandas-dev/pandas,0.0330048779,0.9669951221,162499,366166,15789,18197,115362,44494,969,3690,2826,1111,115362,44494,4318,5280,0,0,30,30,30,30,30,30,30,0,70,75,75,85,70,70,25,60,1,70,7,1,85,70,50,50
11862,https://github.com/electron/electron,https://github.com/webdriverio/webdriverio,0.9735761075,0.02642389253,162499,354253,15789,2534,115362,9165,969,211,2826,215,115362,9165,4318,4908,0,0,30,30,30,30,30,30,30,1,70,70,75,75,70,75,25,25,1,10,7,1,85,70,50,69
11871,https://github.com/electron/electron,https://github.com/inikulin/parse5,0.9982923497,0.001707650273,162499,10985,15789,237,115362,3721,969,29,2826,43,115362,3721,4318,4342,0,0,30,30,30,30,30,30,30,30,70,30,75,75,70,25,25,30,1,1,7,1,85,45,50,49
11924,https://github.com/ajv-validator/ajv,https://github.com/pandas-dev/pandas,0.01469979137,0.9853002086,37489,366166,887,18197,14030,44494,285,3690,112,1111,14030,44494,3550,5280,0,0,30,30,30,30,30,30,30,0,10,75,70,85,55,70,75,60,1,70,1,1,75,70,50,50
11940,https://github.com/ajv-validator/ajv,https://github.com/inikulin/parse5,0.9961018711,0.003898128898,37489,10985,887,237,14030,3721,285,29,112,43,14030,3721,3550,4342,0,0,30,30,30,30,30,30,30,30,10,30,70,75,55,25,75,30,1,1,1,1,75,45,50,49
11957,https://github.com/sheetjs/js-crc32,https://github.com/pandas-dev/pandas,0.0001401023526,0.9998598976,22367,366166,37,18197,345,44494,2,3690,10,1111,345,44494,3887,5280,26,0,0,30,6,30,6,30,13,0,10,75,55,85,5,70,25,60,1,70,1,1,20,70,51,50
11977,https://github.com/humanwhocodes/object-schema,https://github.com/vuejs/vue,0.02686708486,0.9731329151,111,32152,7,33722,32,208312,1,602,2,5853,32,208312,2194,4210,240,0,6,30,19,30,3,30,0,0,10,77,65,75,20,70,25,20,1,1,1,77,65,75,72,80
11978,https://github.com/humanwhocodes/object-schema,https://github.com/pnpm/cmd-shim,0.1302601377,0.8697398623,111,805,7,11,32,14,1,7,2,5,32,14,2194,3111,240,597,6,0,19,30,3,13,0,0,10,10,65,65,20,15,25,10,1,1,1,1,65,35,72,50
11980,https://github.com/humanwhocodes/object-schema,https://github.com/gulpjs/gulp,0.1503975265,0.8496024735,111,1118,7,4217,32,33061,1,34,2,1025,32,33061,2194,4235,240,0,6,23,19,30,3,30,0,0,10,75,65,75,20,40,25,30,1,1,1,1,65,70,72,81
11981,https://github.com/humanwhocodes/object-schema,https://github.com/import-js/eslint-plugin-import,0.6021220159,0.3978779841,111,4281,7,1576,32,5630,1,577,2,37,32,5630,2194,3616,240,0,6,30,19,30,3,30,0,0,10,10,65,75,20,25,25,70,1,1,1,1,65,65,72,44
11982,https://github.com/humanwhocodes/object-schema,https://github.com/sindresorhus/type-fest,0.02448319252,0.9755168075,111,1957,7,574,32,14816,1,162,2,52,32,14816,2194,2157,240,0,6,30,19,30,3,30,0,0,10,45,65,70,20,30,25,20,1,1,1,1,65,70,72,50
11984,https://github.com/humanwhocodes/object-schema,https://github.com/cssnano/cssnano,0.9190283401,0.08097165992,111,33702,7,319,32,4828,1,97,2,50,32,4828,2194,3585,240,1,6,30,19,30,3,30,0,30,10,30,65,75,20,30,25,15,1,1,1,1,65,60,72,54
11986,https://github.com/humanwhocodes/object-schema,https://github.com/axios/axios,0.5850515464,0.4149484536,111,17726,7,11006,32,106257,1,671,2,1186,32,106257,2194,3824,240,0,6,30,19,30,3,30,0,0,10,77,65,75,20,30,25,65,1,1,1,50,65,85,72,56
11988,https://github.com/humanwhocodes/object-schema,https://github.com/node-fetch/node-fetch,0.8417799753,0.1582200247,111,1268,7,1037,32,8824,1,211,2,89,32,8824,2194,3664,240,0,6,30,19,30,3,30,0,0,10,20,65,65,20,30,25,25,1,1,1,3,65,70,72,50
11989,https://github.com/humanwhocodes/object-schema,https://github.com/pandas-dev/pandas,0.00264363354,0.9973563665,111,366166,7,18197,32,44494,1,3690,2,1111,32,44494,2194,5280,240,0,6,30,19,30,3,30,0,0,10,75,65,85,20,70,25,60,1,70,1,1,65,70,72,50
11990,https://github.com/humanwhocodes/object-schema,https://github.com/ljharb/qs,0.2539149888,0.7460850112,111,12008,7,736,32,8642,1,73,2,67,32,8642,2194,3848,240,1,6,0,19,30,3,30,0,0,10,10,65,60,20,15,25,30,1,1,1,1,65,65,72,49
11991,https://github.com/humanwhocodes/object-schema,https://github.com/prettier/prettier,0.1237731734,0.8762268266,111,145254,7,4457,32,49899,1,1441,2,419,32,49899,2194,2990,240,0,6,30,19,30,3,30,0,30,10,80,65,85,20,65,25,40,1,1,1,1,65,80,72,69
11992,https://github.com/humanwhocodes/object-schema,https://github.com/heim-rs/darwin-libproc,0.9912663755,0.008733624454,111,54,7,22,32,8,1,6,2,2,32,8,2194,2003,240,28,6,0,19,7,3,1,0,0,10,10,65,65,20,25,25,30,1,1,1,1,65,35,72,51
11995,https://github.com/humanwhocodes/object-schema,https://github.com/webreflection/flatted,0.7198731501,0.2801268499,111,842,7,49,32,1060,1,2,2,10,32,1060,2194,2478,240,1,6,0,19,27,3,11,0,0,10,10,65,15,20,5,25,25,1,1,1,1,65,45,72,50
11996,https://github.com/humanwhocodes/object-schema,https://github.com/webdriverio/webdriverio,0.7410228509,0.2589771491,111,354253,7,2534,32,9165,1,211,2,215,32,9165,2194,4908,240,0,6,30,19,30,3,30,0,1,10,70,65,75,20,75,25,25,1,10,1,1,65,70,72,69
11998,https://github.com/humanwhocodes/object-schema,https://github.com/postcss/postcss,0.2729458918,0.7270541082,111,10792,7,1570,32,28628,1,24,2,505,32,28628,2194,4152,240,0,6,30,19,30,3,30,0,20,10,70,65,65,20,25,25,25,1,1,1,1,65,70,72,48
11999,https://github.com/humanwhocodes/object-schema,https://github.com/yarnpkg/yarn,0.1045601105,0.8954398895,111,119826,7,2732,32,41482,1,2070,2,555,32,41482,2194,3305,240,0,6,30,19,30,3,30,0,5,10,60,65,72,20,65,25,50,1,75,1,75,65,70,72,49
12004,https://github.com/humanwhocodes/object-schema,https://github.com/level/levelup,0.9316005472,0.0683994528,111,5894,7,267,32,4085,1,0,2,91,32,4085,2194,4559,240,24,6,23,19,30,3,30,0,0,10,10,65,65,20,1,25,45,1,1,1,1,65,60,72,54
12005,https://github.com/humanwhocodes/object-schema,https://github.com/inikulin/parse5,0.9784482759,0.02155172414,111,10985,7,237,32,3721,1,29,2,43,32,3721,2194,4342,240,0,6,30,19,30,3,30,0,30,10,30,65,75,20,25,25,30,1,1,1,1,65,45,72,49
12036,https://github.com/vuejs/vue,https://github.com/inikulin/parse5,0.999392245,0.0006077549532,32152,10985,33722,237,208312,3721,602,29,5853,43,208312,3721,4210,4342,0,0,30,30,30,30,30,30,0,30,77,30,75,75,70,25,20,30,1,1,77,1,75,45,80,49
12050,https://github.com/pnpm/cmd-shim,https://github.com/pandas-dev/pandas,0.0173904064,0.9826095936,805,366166,11,18197,14,44494,7,3690,5,1111,14,44494,3111,5280,597,0,0,30,30,30,13,30,0,0,10,75,65,85,15,70,10,60,1,70,1,1,35,70,50,50
