id,project_a,project_b,weight_a,weight_b,project_a_age_days,project_a_days_since_update,project_a_forks,project_a_stars,project_a_open_issues,project_a_size,project_a_subscribers_count,project_a_forks_ratio,project_a_stars_ratio,project_a_size_ratio,project_b_age_days,project_b_days_since_update,project_b_forks,project_b_stars,project_b_open_issues,project_b_size,project_b_subscribers_count,project_b_forks_ratio,project_b_stars_ratio,project_b_size_ratio
2626,https://github.com/import-js/eslint-plugin-import,https://github.com/clap-rs/clap,0.42786752894,0.57213247106,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
2628,https://github.com/import-js/eslint-plugin-import,https://github.com/gregberge/svgr,0.52729832295,0.47270167705,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
2629,https://github.com/import-js/eslint-plugin-import,https://github.com/debug-js/debug,0.41600812323,0.58399187677,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
2630,https://github.com/import-js/eslint-plugin-import,https://github.com/coinbase/coinbase-wallet-sdk,0.0022172949,0.9977827051,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
2631,https://github.com/import-js/eslint-plugin-import,https://github.com/getsentry/sentry-javascript,0.00922679838,0.99077320162,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045
2632,https://github.com/import-js/eslint-plugin-import,https://github.com/humanwhocodes/object-schema,0.25391539215,0.74608460785,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306
2633,https://github.com/import-js/eslint-plugin-import,https://github.com/chzyer/readline,0.97796012148,0.02203987852,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
2636,https://github.com/import-js/eslint-plugin-import,https://github.com/ethers-io/ethers.js,0.66753246753,0.33246753247,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
2639,https://github.com/import-js/eslint-plugin-import,https://github.com/biomejs/biome,0.24637159206,0.75362840794,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,556,0,524,16770,225,210940,52,0.031246273106738224,0.07950127998482981,0.0024841187067412536
2640,https://github.com/import-js/eslint-plugin-import,https://github.com/fastify/fastify,0.56005464148,0.43994535852,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,3049,0,2343,32905,87,8811,300,0.07120498404497796,3.7345363749858134,0.26591760299625467
2641,https://github.com/import-js/eslint-plugin-import,https://github.com/alexeyraspopov/picocolors,0.989010989,0.010989011,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254,1225,0,45,1456,11,81,11,0.030906593406593408,17.97530864197531,0.5555555555555556
2642,https://github.com/vercel/swr,https://github.com/babel/babel,0.02293164505,0.97706835495,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
2643,https://github.com/vercel/swr,https://github.com/mochajs/mocha,0.147876463,0.852123537,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,5081,0,3012,22695,194,26733,398,0.13271645736946464,0.8489507350465717,0.112669734036584
2644,https://github.com/vercel/swr,https://github.com/mikemcl/bignumber.js,0.8125909433,0.1874090567,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
2645,https://github.com/vercel/swr,https://github.com/electron/electron,0.38742287309,0.61257712691,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4315,0,15780,115327,975,162468,2827,0.13682832294258934,0.7098444001280252,0.09712681881970603
2646,https://github.com/vercel/swr,https://github.com/sindresorhus/type-fest,0.10541314479,0.89458685521,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2154,0,572,14805,163,1957,52,0.03863559608240459,7.565150740929995,0.2922841083290751
2647,https://github.com/vercel/swr,https://github.com/pion/webrtc,0.70749019243,0.29250980757,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2452,0,1683,14218,92,5361,260,0.11837107891405262,2.6521171423241934,0.3139339675433688
2649,https://github.com/vercel/swr,https://github.com/emotion-js/emotion,0.18546758283,0.81453241717,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
2653,https://github.com/vercel/swr,https://github.com/axios/axios,0.35226739119,0.64773260881,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3821,0,11002,106235,667,17726,1186,0.10356285593260225,5.993173868893152,0.6206702019632179
2655,https://github.com/vercel/swr,https://github.com/dcodeio/long.js,0.10309540413,0.89690459587,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
2656,https://github.com/vercel/swr,https://github.com/tokio-rs/tokio,0.07389504236,0.92610495764,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3068,0,2550,27815,329,14262,315,0.09167715261549524,1.950287477212172,0.1787968026924695
2657,https://github.com/vercel/swr,https://github.com/jedisct1/go-minisign,0.55214669141,0.44785330859,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2577,42,12,113,1,83,5,0.10619469026548672,1.3614457831325302,0.14457831325301204
2658,https://github.com/vercel/swr,https://github.com/immerjs/immer,0.79011523475,0.20988476525,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071
2659,https://github.com/vercel/swr,https://github.com/go-task/slim-sprig,0.74639404284,0.25360595716,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2052,7,15,64,9,543,4,0.234375,0.11786372007366483,0.027624309392265192
2660,https://github.com/vercel/swr,https://github.com/redux-saga/redux-saga,0.31302641855,0.68697358145,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3353,0,1967,22536,40,9473,249,0.08728257011004614,2.378971814631057,0.20764277420035893
2661,https://github.com/vercel/swr,https://github.com/facebook/react,0.86021069717,0.13978930283,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4272,0,47467,231947,971,710916,6635,0.20464588893152316,0.3262649877060018,0.06676878843632722
2663,https://github.com/vercel/swr,https://github.com/swc-project/swc,0.25047539092,0.74952460908,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2600,0,1253,31575,429,365426,153,0.039683293745051466,0.08640600285693957,0.003428874792707689
2664,https://github.com/vercel/swr,https://github.com/node-fetch/node-fetch,0.74788742891,0.25211257109,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3661,3,1037,8824,211,1268,89,0.11752039891205802,6.958990536277603,0.8178233438485805
2665,https://github.com/vercel/swr,https://github.com/import-js/eslint-plugin-import,0.62732742048,0.37267257952,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254
2666,https://github.com/vercel/swr,https://github.com/cssnano/cssnano,0.92308336736,0.07691663264,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
2669,https://github.com/vercel/swr,https://github.com/postcss/postcss,0.42951562149,0.57048437851,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4149,0,1570,28625,24,10792,506,0.054847161572052404,2.652427724240178,0.1454781319495923
2671,https://github.com/vercel/swr,https://github.com/ajv-validator/ajv,0.24579324978,0.75420675022,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
2672,https://github.com/vercel/swr,https://github.com/heim-rs/darwin-libproc,0.99082725785,0.00917274215,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2001,25,22,8,6,54,2,2.75,0.14814814814814814,0.4074074074074074
2674,https://github.com/vercel/swr,https://github.com/mattn/go-isatty,0.67787072838,0.32212927162,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3961,6,108,849,14,63,12,0.127208480565371,13.476190476190476,1.7142857142857142
2676,https://github.com/vercel/swr,https://github.com/prettier/prettier,0.12586492722,0.87413507278,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2987,0,4458,49876,1432,145124,420,0.08938166653300185,0.3436785094126402,0.030718557922879745
2677,https://github.com/vercel/swr,https://github.com/pnpm/cmd-shim,0.1664281236,0.8335718764,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3108,594,11,14,7,805,5,0.7857142857142857,0.017391304347826087,0.013664596273291925
2681,https://github.com/vercel/swr,https://github.com/debug-js/debug,0.55860683738,0.44139316262,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
2682,https://github.com/vercel/swr,https://github.com/coinbase/coinbase-wallet-sdk,0.00552486188,0.99447513812,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
2684,https://github.com/vercel/swr,https://github.com/getsentry/sentry-javascript,0.04092691321,0.95907308679,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045
2688,https://github.com/vercel/swr,https://github.com/numpy/numpy,0.13945465276,0.86054534724,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,5256,0,10390,28711,2182,153256,598,0.3618822054264916,0.18734013676462913,0.06779506185728454
2689,https://github.com/vercel/swr,https://github.com/epoberezkin/fast-deep-equal,0.4562421638,0.5437578362,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2789,1,106,1932,34,102,14,0.054865424430641824,18.941176470588236,1.0392156862745099
2691,https://github.com/vercel/swr,https://github.com/streetsidesoftware/cspell,0.96288809167,0.03711190833,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2940,0,103,1311,103,260845,14,0.07856598016781083,0.005025973279150453,0.0003948705169736817
2692,https://github.com/vercel/swr,https://github.com/boa-dev/boa,0.60616407926,0.39383592074,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
2694,https://github.com/vercel/swr,https://github.com/inikulin/parse5,0.96902514172,0.03097485828,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4339,1,237,3719,29,10676,43,0.06372680828179618,0.3483514424878232,0.022199325590108655
2696,https://github.com/vercel/swr,https://github.com/rich-harris/magic-string,0.9820204012,0.0179795988,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3744,5,115,2448,30,1260,15,0.046977124183006536,1.9428571428571428,0.09126984126984126
2697,https://github.com/vercel/swr,https://github.com/nodeca/js-yaml,0.73831981767,0.26168018233,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4872,0,776,6351,66,3777,75,0.12218548260116517,1.681493248610008,0.20545406407201483
2698,https://github.com/vercel/swr,https://github.com/formatjs/formatjs,0.8823529412,0.1176470588,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3937,0,1365,14375,29,62376,131,0.09495652173913044,0.23045722713864306,0.02188341669873028
2701,https://github.com/vercel/swr,https://github.com/kaelzhang/node-ignore,0.9990011098,0.0009988902,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4173,3,46,458,4,386,10,0.10043668122270742,1.1865284974093264,0.11917098445595854
2702,https://github.com/vercel/swr,https://github.com/reactivex/rxjs,0.9677419355,0.0322580645,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3613,0,3003,30982,271,125743,449,0.09692724807953004,0.24639144922580183,0.023882045123784227
2703,https://github.com/vercel/swr,https://github.com/tklauser/go-sysconf,0.1299601456,0.8700398544,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,2322,3,27,140,1,317,5,0.19285714285714287,0.4416403785488959,0.08517350157728706
2704,https://github.com/vercel/swr,https://github.com/google/flatbuffers,0.5,0.5,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,3912,0,3290,23707,141,20067,643,0.13877757624330367,1.1813923356754872,0.1639507649374595
2705,https://github.com/vercel/swr,https://github.com/qix-/color-convert,0.2556672916,0.7443327084,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,4987,0,96,754,17,152,12,0.1273209549071618,4.9605263157894735,0.631578947368421
2706,https://github.com/vercel/swr,https://github.com/biomejs/biome,0.21563351597,0.78436648403,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,556,0,524,16770,225,210940,52,0.031246273106738224,0.07950127998482981,0.0024841187067412536
2709,https://github.com/vercel/swr,https://github.com/alexeyraspopov/picocolors,0.9836065574,0.0163934426,1924,0,1244,30957,154,3415,211,0.040184772426268695,9.065007320644217,0.3642752562225476,1225,0,45,1456,11,81,11,0.030906593406593408,17.97530864197531,0.5555555555555556
2710,https://github.com/mysticatea/abort-controller,https://github.com/babel/babel,0.07388689394,0.92611310606,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
2711,https://github.com/mysticatea/abort-controller,https://github.com/mochajs/mocha,0.2565549797,0.7434450203,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,5081,0,3012,22695,194,26733,398,0.13271645736946464,0.8489507350465717,0.112669734036584
2712,https://github.com/mysticatea/abort-controller,https://github.com/mikemcl/bignumber.js,0.99980004,0.00019996,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4469,0,742,6758,24,4784,83,0.10979579757324652,1.4126254180602007,0.15510033444816054
2713,https://github.com/mysticatea/abort-controller,https://github.com/electron/electron,0.8846426044,0.1153573956,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4315,0,15780,115327,975,162468,2827,0.13682832294258934,0.7098444001280252,0.09712681881970603
2714,https://github.com/mysticatea/abort-controller,https://github.com/emotion-js/emotion,0.7385524372,0.2614475628,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,2809,0,1117,17625,345,24917,96,0.06337588652482269,0.7073483966769676,0.044828831721314764
2715,https://github.com/mysticatea/abort-controller,https://github.com/level/levelup,0.9900990099,0.0099009901,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4556,21,267,4085,0,5894,91,0.06536107711138311,0.6930777061418392,0.04530030539531727
2719,https://github.com/mysticatea/abort-controller,https://github.com/dcodeio/long.js,0.2491901321,0.7508098679,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
2720,https://github.com/mysticatea/abort-controller,https://github.com/jedisct1/go-minisign,0.7923930269,0.2076069731,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,2577,42,12,113,1,83,5,0.10619469026548672,1.3614457831325302,0.14457831325301204
2721,https://github.com/mysticatea/abort-controller,https://github.com/immerjs/immer,0.9775171065,0.0224828935,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,2593,0,852,28023,53,5838,155,0.030403597045284232,4.800102774922919,0.1459403905447071
2723,https://github.com/mysticatea/abort-controller,https://github.com/facebook/react,0.9854158455,0.0145841545,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4272,0,47467,231948,971,710916,6635,0.20464500663941917,0.3262663943419476,0.06676878843632722
2725,https://github.com/mysticatea/abort-controller,https://github.com/import-js/eslint-plugin-import,0.9615384615,0.0384615385,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3613,0,1576,5628,576,4281,37,0.28002842928216065,1.314646110721794,0.3681382854473254
2726,https://github.com/mysticatea/abort-controller,https://github.com/cssnano/cssnano,0.9891196835,0.0108803165,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
2727,https://github.com/mysticatea/abort-controller,https://github.com/motdotla/dotenv,0.9940357853,0.0059642147,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4230,0,862,19434,5,2391,109,0.04435525367911907,8.12797992471769,0.3605186114596403
2728,https://github.com/mysticatea/abort-controller,https://github.com/ajv-validator/ajv,0.9097525473,0.0902474527,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
2730,https://github.com/mysticatea/abort-controller,https://github.com/eslint/eslint,0.09983826202,0.90016173798,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
2731,https://github.com/mysticatea/abort-controller,https://github.com/mattn/go-isatty,0.99980004,0.00019996,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3961,6,108,849,14,63,12,0.127208480565371,13.476190476190476,1.7142857142857142
2732,https://github.com/mysticatea/abort-controller,https://github.com/clap-rs/clap,0.9358038555,0.0641961445,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
2733,https://github.com/mysticatea/abort-controller,https://github.com/browserslist/browserslist,0.9319664492,0.0680335508,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
2734,https://github.com/mysticatea/abort-controller,https://github.com/gregberge/svgr,0.9578544061,0.0421455939,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
2735,https://github.com/mysticatea/abort-controller,https://github.com/debug-js/debug,0.9154155987,0.0845844013,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
2736,https://github.com/mysticatea/abort-controller,https://github.com/coinbase/coinbase-wallet-sdk,0.05263157895,0.94736842105,2684,24,36,305,23,115,8,0.1180327868852459,2.652173913043478,0.3130434782608696,2105,0,614,1542,7,26607,171,0.3981841763942931,0.057954673582140036,0.02307663396850453
2738,https://github.com/getsentry/sentry-javascript,https://github.com/dcodeio/long.js,0.67987811075,0.32012188925,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,4348,10,206,893,27,541,23,0.23068309070548712,1.6506469500924215,0.3807763401109057
2739,https://github.com/getsentry/sentry-javascript,https://github.com/cssnano/cssnano,0.99888268015,0.00111731985,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3582,1,319,4825,97,33702,50,0.0661139896373057,0.14316657765117796,0.009465313631238502
2741,https://github.com/getsentry/sentry-javascript,https://github.com/babel/babel,0.48932378675,0.51067621325,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
2742,https://github.com/getsentry/sentry-javascript,https://github.com/clap-rs/clap,0.97938230145,0.02061769855,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
2743,https://github.com/getsentry/sentry-javascript,https://github.com/chzyer/readline,0.99980579915,0.00019420085,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
2744,https://github.com/getsentry/sentry-javascript,https://github.com/axios/axios,0.9677935356,0.0322064644,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3821,0,11002,106235,667,17726,1186,0.10356285593260225,5.993173868893152,0.6206702019632179
2745,https://github.com/getsentry/sentry-javascript,https://github.com/electron/electron,0.96664948315,0.03335051685,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,4315,0,15780,115327,974,162468,2827,0.13682832294258934,0.7098444001280252,0.09712681881970603
2748,https://github.com/getsentry/sentry-javascript,https://github.com/browserslist/browserslist,0.96799744755,0.03200255245,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
2749,https://github.com/getsentry/sentry-javascript,https://github.com/eslint/eslint,0.51785437095,0.48214562905,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
2751,https://github.com/getsentry/sentry-javascript,https://github.com/floating-ui/floating-ui,0.92845842065,0.07154157935,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,3232,0,1629,30579,41,40383,257,0.05327185323261061,0.7572245746972736,0.04033875640739915
2754,https://github.com/getsentry/sentry-javascript,https://github.com/boa-dev/boa,0.9838843356,0.0161156644,4750,0,1619,8083,421,146521,126,0.2002969194605963,0.055166153657154944,0.011049610636018045,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
2756,https://github.com/humanwhocodes/object-schema,https://github.com/debug-js/debug,0.69204229778,0.30795770222,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,4815,1,943,11206,80,417,139,0.08415134749241478,26.872901678657076,2.261390887290168
2759,https://github.com/humanwhocodes/object-schema,https://github.com/facebook/react,0.87050538231,0.12949461769,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,4272,0,47467,231948,971,710916,6635,0.20464500663941917,0.3262663943419476,0.06676878843632722
2760,https://github.com/humanwhocodes/object-schema,https://github.com/babel/babel,0.0784798166,0.9215201834,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3780,0,5661,43385,785,122509,804,0.1304828857900196,0.3541372470593997,0.04620884996204361
2761,https://github.com/humanwhocodes/object-schema,https://github.com/clap-rs/clap,0.68241784419,0.31758215581,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3630,0,1072,14677,345,19912,68,0.07303944947877632,0.737093210124548,0.05383688228204098
2762,https://github.com/humanwhocodes/object-schema,https://github.com/chzyer/readline,0.98865967472,0.01134032528,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3423,12,281,2109,108,3576,41,0.13323850165955428,0.589765100671141,0.07857941834451902
2765,https://github.com/humanwhocodes/object-schema,https://github.com/electron/electron,0.49950331106,0.50049668894,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,4315,0,15780,115327,974,162468,2827,0.13682832294258934,0.7098444001280252,0.09712681881970603
2766,https://github.com/humanwhocodes/object-schema,https://github.com/ajv-validator/ajv,0.36436354545,0.63563645455,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3547,0,887,14027,284,37489,112,0.06323518927782135,0.37416308783909946,0.023660273680279547
2768,https://github.com/humanwhocodes/object-schema,https://github.com/browserslist/browserslist,0.57129678435,0.42870321565,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3704,0,720,13135,42,4360,140,0.05481537875904073,3.0126146788990824,0.1651376146788991
2770,https://github.com/humanwhocodes/object-schema,https://github.com/go-task/slim-sprig,0.85340623052,0.14659376948,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,2052,7,15,64,9,543,4,0.234375,0.11786372007366483,0.027624309392265192
2771,https://github.com/humanwhocodes/object-schema,https://github.com/eslint/eslint,0.05992461517,0.94007538483,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,4236,0,4636,25515,93,43460,316,0.1816970409563002,0.5870915784629545,0.10667280257708238
2773,https://github.com/humanwhocodes/object-schema,https://github.com/floating-ui/floating-ui,0.39119190588,0.60880809413,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3232,0,1629,30579,41,40383,257,0.05327185323261061,0.7572245746972736,0.04033875640739915
2774,https://github.com/humanwhocodes/object-schema,https://github.com/boa-dev/boa,0.72734833697,0.27265166303,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,2370,0,413,5399,132,54641,47,0.07649564734210039,0.09880858695851101,0.0075584268223495175
2775,https://github.com/humanwhocodes/object-schema,https://github.com/gregberge/svgr,0.674925669,0.325074331,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,2711,0,425,10658,121,15924,35,0.03987614937136423,0.669304194925898,0.026689274051745794
2776,https://github.com/humanwhocodes/object-schema,https://github.com/ethers-io/ethers.js,0.8317638814,0.1682361186,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3124,0,1925,8087,569,157522,103,0.2380363546432546,0.05133886060359823,0.01222051522961872
2778,https://github.com/humanwhocodes/object-schema,https://github.com/google/flatbuffers,0.4230769231,0.5769230769,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,3912,0,3290,23707,141,20067,643,0.13877757624330367,1.1813923356754872,0.1639507649374595
2780,https://github.com/humanwhocodes/object-schema,https://github.com/biomejs/biome,0.57809954124,0.42190045876,2191,237,7,32,1,111,2,0.21875,0.2882882882882883,0.06306306306306306,556,0,524,16770,225,210940,52,0.031246273106738224,0.07950127998482981,0.0024841187067412536
